# DeFault:  java -jar default-1.0.0.jar testfiles/incomplete/garland.pddl testfiles/incomplete/garlandprob1.pddl dan.out  pode2 anytime strict 5
domain,problem,plan_id,plan_length,plan_robustness,total_time
freecell.pddl.0p_0a_5d.0,pfile3,1,29,0.0625,27.878
freecell.pddl.0p_0a_5d.0,pfile3,2,48,0.125,749.601
freecell.pddl.0p_0a_5d.0,pfile4,1,47,0.000488281,51.756
freecell.pddl.0p_1a_0d.0,pfile1,1,17,0.125,2.752
freecell.pddl.0p_1a_0d.0,pfile1,2,36,0.25,31.314
freecell.pddl.0p_1a_0d.0,pfile1,3,27,0.5,37.835
freecell.pddl.0p_1a_0d.0,pfile1,4,26,1,52.505
freecell.pddl.0p_1a_0d.0,pfile2,1,21,0.5,3.061
freecell.pddl.0p_1a_0d.0,pfile2,2,39,1,99.128
freecell.pddl.0p_1a_0d.0,pfile3,1,24,0.125,3.445
freecell.pddl.0p_1a_0d.0,pfile4,1,47,0.015625,6.358
freecell.pddl.0p_1a_0d.0,pfile5,1,56,0.03125,16.021
freecell.pddl.0p_1a_0d.0,pfile6,1,44,0.125,18.616
freecell.pddl.0p_1a_0d.0,pfile7,1,84,0.00195312,49.728
freecell.pddl.0p_1a_0d.0,pfile8,1,83,0.0078125,43.384
freecell.pddl.0p_1a_0d.0,pfile9,1,104,0.00012207,237.761
freecell.pddl.0p_1a_0d.0,pfile10,1,79,0.000244141,377.781
freecell.pddl.0p_1a_1d.0,pfile1,1,15,1,3.19
freecell.pddl.0p_1a_1d.0,pfile2,1,19,0.25,3.403
freecell.pddl.0p_1a_1d.0,pfile3,1,24,1,4.963
freecell.pddl.0p_1a_1d.0,pfile4,1,48,0.015625,9.093
freecell.pddl.0p_1a_1d.0,pfile5,1,65,0.0078125,23.545
freecell.pddl.0p_1a_1d.0,pfile6,1,51,0.125,38.589
freecell.pddl.0p_1a_1d.0,pfile7,1,77,0.000976562,210.731
freecell.pddl.0p_1a_1d.0,pfile8,1,71,0.03125,73.47
freecell.pddl.0p_1a_1d.0,pfile9,1,93,3.05176e-05,119.734
freecell.pddl.0p_1a_1d.0,pfile10,1,68,0.00195312,112.948
freecell.pddl.0p_1a_2d.0,pfile1,1,18,0.015625,2.88
freecell.pddl.0p_1a_2d.0,pfile1,2,20,0.03125,14.742
freecell.pddl.0p_1a_2d.0,pfile1,3,26,0.0625,24.459
freecell.pddl.0p_1a_2d.0,pfile1,4,19,0.125,29.05
freecell.pddl.0p_1a_2d.0,pfile1,5,29,0.25,113.351
freecell.pddl.0p_1a_2d.0,pfile1,6,44,0.5,140.928
freecell.pddl.0p_1a_2d.0,pfile2,1,23,0.00195312,6.979
freecell.pddl.0p_1a_2d.0,pfile2,2,36,0.00390625,50.087
freecell.pddl.0p_1a_2d.0,pfile2,3,34,0.0078125,52.763
freecell.pddl.0p_1a_2d.0,pfile2,4,43,0.015625,81.41
freecell.pddl.0p_1a_2d.0,pfile2,5,41,0.03125,113.693
freecell.pddl.0p_1a_2d.0,pfile2,6,41,0.0625,129.886
freecell.pddl.0p_1a_2d.0,pfile2,7,49,0.125,809.07
freecell.pddl.0p_1a_2d.0,pfile3,1,36,0.00012207,17.833
freecell.pddl.0p_1a_2d.0,pfile3,2,46,0.000244141,86.56
freecell.pddl.0p_1a_2d.0,pfile3,3,44,0.000488281,105.097
freecell.pddl.0p_1a_2d.0,pfile3,4,42,0.000976562,134.23
freecell.pddl.0p_1a_2d.0,pfile3,5,43,0.00195312,358.203
freecell.pddl.0p_1a_2d.0,pfile3,6,41,0.00390625,361.363
freecell.pddl.0p_1a_2d.0,pfile3,7,43,0.0078125,447.412
freecell.pddl.0p_1a_2d.0,pfile3,8,35,0.015625,497.616
freecell.pddl.0p_1a_2d.0,pfile4,1,53,6.10352e-05,34.873
freecell.pddl.0p_1a_2d.0,pfile5,1,61,2.38419e-07,158.891
freecell.pddl.0p_1a_3d.0,pfile1,1,14,0.25,3.456
freecell.pddl.0p_1a_3d.0,pfile2,1,26,0.00195312,7.465
freecell.pddl.0p_1a_3d.0,pfile2,2,70,0.00390625,192.298
freecell.pddl.0p_1a_3d.0,pfile2,3,64,0.0078125,334.464
freecell.pddl.0p_1a_3d.0,pfile3,1,26,0.00195312,11.363
freecell.pddl.0p_1a_3d.0,pfile3,2,35,0.00390625,79.563
freecell.pddl.0p_1a_3d.0,pfile3,3,33,0.0078125,215.003
freecell.pddl.0p_1a_3d.0,pfile3,4,34,0.015625,245.104
freecell.pddl.0p_1a_3d.0,pfile3,5,33,0.03125,686.452
freecell.pddl.0p_1a_3d.0,pfile4,1,49,0.000976562,23.127
freecell.pddl.0p_1a_3d.0,pfile5,1,74,5.96046e-08,230.565
freecell.pddl.0p_1a_4d.0,pfile1,1,14,0.25,390.865
freecell.pddl.0p_1a_4d.0,pfile3,1,29,0.015625,8.966
freecell.pddl.0p_1a_4d.0,pfile3,2,36,0.03125,95.585
freecell.pddl.0p_1a_4d.0,pfile5,1,42,3.05176e-05,39.151
freecell.pddl.0p_1a_5d.0,pfile1,1,14,0.0625,3.193
freecell.pddl.0p_1a_5d.0,pfile1,2,24,0.125,795.376
freecell.pddl.0p_1a_5d.0,pfile2,1,24,0.00390625,8.391
freecell.pddl.0p_1a_5d.0,pfile3,1,24,0.03125,14.58
freecell.pddl.0p_1a_5d.0,pfile4,1,40,3.8147e-06,27.178
freecell.pddl.0p_1a_5d.0,pfile5,1,66,3.72529e-09,102.296
freecell.pddl.0p_2a_0d.0,pfile1,1,16,0.5,3.031
freecell.pddl.0p_2a_0d.0,pfile2,1,21,0.5,2.719
freecell.pddl.0p_2a_0d.0,pfile2,2,51,1,170.094
freecell.pddl.0p_2a_0d.0,pfile3,1,27,0.125,3.909
freecell.pddl.0p_2a_0d.0,pfile4,1,43,0.015625,5.978
freecell.pddl.0p_2a_0d.0,pfile4,2,80,0.03125,311.893
freecell.pddl.0p_2a_0d.0,pfile4,3,78,0.0625,653.36
freecell.pddl.0p_2a_0d.0,pfile5,1,59,0.0625,11.904
freecell.pddl.0p_2a_0d.0,pfile6,1,55,0.015625,15.589
freecell.pddl.0p_2a_0d.0,pfile7,1,74,0.0078125,63.754
freecell.pddl.0p_2a_0d.0,pfile8,1,82,0.000488281,195.434
freecell.pddl.0p_2a_0d.0,pfile9,1,98,0.00012207,319.449
freecell.pddl.0p_2a_0d.0,pfile10,1,68,0.0625,67.185
freecell.pddl.0p_2a_1d.0,pfile1,1,14,0.0625,2.342
freecell.pddl.0p_2a_1d.0,pfile2,1,19,0.03125,3.592
freecell.pddl.0p_2a_1d.0,pfile2,2,44,0.0625,16.125
freecell.pddl.0p_2a_1d.0,pfile2,3,43,0.125,57.032
freecell.pddl.0p_2a_1d.0,pfile2,4,59,0.25,241.371
freecell.pddl.0p_2a_1d.0,pfile3,1,22,0.125,4.299
freecell.pddl.0p_2a_1d.0,pfile4,1,45,0.00195312,9.431
freecell.pddl.0p_2a_1d.0,pfile5,1,57,0.00390625,22.603
freecell.pddl.0p_2a_1d.0,pfile6,1,54,0.0078125,44.318
freecell.pddl.0p_2a_1d.0,pfile7,1,82,0.000244141,127.86
freecell.pddl.0p_2a_1d.0,pfile8,1,82,0.000244141,154.04
freecell.pddl.0p_2a_1d.0,pfile9,1,78,0.000488281,177.234
freecell.pddl.0p_2a_1d.0,pfile10,1,77,3.05176e-05,560.341
freecell.pddl.0p_2a_2d.0,pfile1,1,21,0.0625,16.039
freecell.pddl.0p_2a_2d.0,pfile1,2,44,0.125,312.268
freecell.pddl.0p_2a_2d.0,pfile2,1,21,0.03125,2.799
freecell.pddl.0p_2a_2d.0,pfile2,2,64,0.0625,46.804
freecell.pddl.0p_2a_2d.0,pfile3,1,24,0.015625,3.434
freecell.pddl.0p_2a_2d.0,pfile4,1,41,0.000976562,5.282
freecell.pddl.0p_2a_2d.0,pfile5,1,44,0.000488281,8.616
freecell.pddl.0p_2a_2d.0,pfile6,1,54,0.000488281,15.699
freecell.pddl.0p_2a_2d.0,pfile7,1,54,3.8147e-06,24.198
freecell.pddl.0p_2a_2d.0,pfile9,1,77,9.53674e-07,110.535
freecell.pddl.0p_2a_2d.0,pfile10,1,61,2.38419e-07,52.049
freecell.pddl.0p_2a_3d.0,pfile1,1,14,0.0625,2.952
freecell.pddl.0p_2a_3d.0,pfile2,1,24,0.00390625,7.803
freecell.pddl.0p_2a_3d.0,pfile3,1,25,0.00390625,11.48
freecell.pddl.0p_2a_3d.0,pfile4,1,42,0.000244141,21.315
freecell.pddl.0p_2a_3d.0,pfile5,1,59,1.49012e-08,74.114
freecell.pddl.0p_2a_4d.0,pfile1,1,16,0.25,5.747
freecell.pddl.0p_2a_4d.0,pfile2,1,25,0.0625,16.636
freecell.pddl.0p_2a_4d.0,pfile2,2,30,0.125,621.47
freecell.pddl.0p_2a_4d.0,pfile3,1,30,0.0078125,32.375
freecell.pddl.0p_2a_4d.0,pfile3,2,35,0.015625,167.753
freecell.pddl.0p_2a_4d.0,pfile4,1,51,6.10352e-05,61.91
freecell.pddl.0p_2a_5d.0,pfile1,1,15,0.0078125,4.494
freecell.pddl.0p_2a_5d.0,pfile1,2,26,0.015625,142.906
freecell.pddl.0p_2a_5d.0,pfile1,3,31,0.03125,201.259
freecell.pddl.0p_2a_5d.0,pfile1,4,26,0.0625,239.237
freecell.pddl.0p_2a_5d.0,pfile1,5,26,0.125,267.26
freecell.pddl.0p_2a_5d.0,pfile1,6,31,0.25,454.444
freecell.pddl.0p_2a_5d.0,pfile1,7,20,0.5,481.123
freecell.pddl.0p_2a_5d.0,pfile2,1,23,0.000976562,13.924
freecell.pddl.0p_2a_5d.0,pfile3,1,23,0.000244141,27.137
freecell.pddl.0p_2a_5d.0,pfile4,1,38,4.76837e-07,50.909
freecell.pddl.0p_3a_0d.0,pfile1,1,16,0.125,2.806
freecell.pddl.0p_3a_0d.0,pfile1,2,15,0.25,37.087
freecell.pddl.0p_3a_0d.0,pfile1,3,14,0.5,61.683
freecell.pddl.0p_3a_0d.0,pfile2,1,21,0.25,3.016
freecell.pddl.0p_3a_0d.0,pfile2,2,27,0.5,406.418
freecell.pddl.0p_3a_0d.0,pfile3,1,24,0.0625,3.587
freecell.pddl.0p_3a_0d.0,pfile4,1,52,6.10352e-05,8.725
freecell.pddl.0p_3a_0d.0,pfile4,2,92,0.00012207,454.195
freecell.pddl.0p_3a_0d.0,pfile4,3,83,0.000244141,472.745
freecell.pddl.0p_3a_0d.0,pfile5,1,57,0.00012207,18.554
freecell.pddl.0p_3a_0d.0,pfile6,1,50,0.00195312,19.959
freecell.pddl.0p_3a_0d.0,pfile7,1,74,1.52588e-05,76.317
freecell.pddl.0p_3a_0d.0,pfile9,1,96,1.49012e-08,204.461
freecell.pddl.0p_3a_0d.0,pfile10,1,70,0.00012207,65.234
freecell.pddl.0p_3a_1d.0,pfile1,1,14,1,3.138
freecell.pddl.0p_3a_1d.0,pfile2,1,22,0.125,3.912
freecell.pddl.0p_3a_1d.0,pfile2,2,41,0.25,134.316
freecell.pddl.0p_3a_1d.0,pfile3,1,25,0.0078125,6.006
freecell.pddl.0p_3a_1d.0,pfile4,1,47,6.10352e-05,11.256
freecell.pddl.0p_3a_1d.0,pfile5,1,60,3.8147e-06,26.175
freecell.pddl.0p_3a_1d.0,pfile6,1,51,1.90735e-06,43.455
freecell.pddl.0p_3a_1d.0,pfile7,1,90,1.16415e-10,85.544
freecell.pddl.0p_3a_1d.0,pfile8,1,87,3.72529e-09,315.335
freecell.pddl.0p_3a_1d.0,pfile10,1,71,5.96046e-08,137.69
freecell.pddl.0p_3a_2d.0,pfile1,1,14,0.015625,3.08
freecell.pddl.0p_3a_2d.0,pfile2,1,22,0.000976562,3.838
freecell.pddl.0p_3a_2d.0,pfile3,1,26,0.00390625,5.702
freecell.pddl.0p_3a_2d.0,pfile3,2,31,0.0078125,311.683
freecell.pddl.0p_3a_2d.0,pfile4,1,47,4.76837e-07,9.803
freecell.pddl.0p_3a_2d.0,pfile5,1,61,1.86265e-09,28.002
freecell.pddl.0p_3a_2d.0,pfile6,1,42,0.00012207,32.17
freecell.pddl.0p_3a_2d.0,pfile7,1,79,1.16415e-10,185.864
freecell.pddl.0p_3a_2d.0,pfile8,1,87,5.68434e-14,367.309
freecell.pddl.0p_3a_2d.0,pfile9,1,68,1.16415e-10,146.471
freecell.pddl.0p_3a_2d.0,pfile10,1,65,5.96046e-08,119.476
freecell.pddl.0p_3a_3d.0,pfile1,1,16,0.03125,2.702
freecell.pddl.0p_3a_3d.0,pfile1,2,20,0.0625,125.817
freecell.pddl.0p_3a_3d.0,pfile1,3,16,0.125,196.244
freecell.pddl.0p_3a_3d.0,pfile1,4,14,0.25,196.246
freecell.pddl.0p_3a_3d.0,pfile2,1,26,0.00390625,4.082
freecell.pddl.0p_3a_3d.0,pfile2,2,31,0.0078125,186.075
freecell.pddl.0p_3a_3d.0,pfile2,3,27,0.015625,817.168
freecell.pddl.0p_3a_3d.0,pfile3,1,28,0.000488281,5.462
freecell.pddl.0p_3a_3d.0,pfile3,2,32,0.000976562,13.431
freecell.pddl.0p_3a_3d.0,pfile3,3,28,0.00195312,17.084
freecell.pddl.0p_3a_3d.0,pfile4,1,50,1.90735e-06,12.369
freecell.pddl.0p_3a_3d.0,pfile6,1,52,7.62939e-06,63.013
freecell.pddl.0p_3a_3d.0,pfile7,1,76,1.49012e-08,580.15
freecell.pddl.0p_3a_3d.0,pfile8,1,67,2.38419e-07,267.044
freecell.pddl.0p_3a_3d.0,pfile9,1,85,2.32831e-10,691.611
freecell.pddl.0p_3a_4d.0,pfile1,1,19,0.0117188,2.799
freecell.pddl.0p_3a_4d.0,pfile1,2,29,0.0175781,368.606
freecell.pddl.0p_3a_4d.0,pfile1,3,19,0.046875,488.304
freecell.pddl.0p_3a_4d.0,pfile2,1,20,0.0625,14.419
freecell.pddl.0p_3a_4d.0,pfile3,1,30,0.03125,3.438
freecell.pddl.0p_3a_4d.0,pfile4,1,41,0.000488281,5.546
freecell.pddl.0p_3a_4d.0,pfile5,1,43,0.000976562,11.032
freecell.pddl.0p_3a_4d.0,pfile5,2,63,0.00195312,41.112
freecell.pddl.0p_3a_4d.0,pfile5,3,60,0.00390625,44.923
freecell.pddl.0p_3a_4d.0,pfile5,4,77,0.00439453,710.963
freecell.pddl.0p_3a_4d.0,pfile6,1,50,0.000244141,16.314
freecell.pddl.0p_3a_4d.0,pfile7,1,49,0.000488281,19.591
freecell.pddl.0p_3a_4d.0,pfile8,1,56,0.000976562,33.19
freecell.pddl.0p_0a_1d.0,pfile1,1,16,1,2.605
freecell.pddl.0p_0a_1d.0,pfile2,1,21,1,2.826
freecell.pddl.0p_0a_1d.0,pfile3,1,23,1,3.232
freecell.pddl.0p_0a_1d.0,pfile4,1,46,1,6.658
freecell.pddl.0p_0a_1d.0,pfile5,1,59,1,44.973
freecell.pddl.0p_0a_1d.0,pfile6,1,48,1,14.752
freecell.pddl.0p_0a_1d.0,pfile7,1,112,1,89.36
freecell.pddl.0p_0a_1d.0,pfile8,1,78,1,316.891
freecell.pddl.0p_0a_1d.0,pfile9,1,106,1,302.072
freecell.pddl.0p_0a_1d.0,pfile10,1,79,1,84.448
freecell.pddl.0p_0a_2d.0,pfile1,1,14,0.25,2.401
freecell.pddl.0p_0a_2d.0,pfile2,1,24,0.25,5.9
freecell.pddl.0p_0a_2d.0,pfile2,2,45,0.5,437.201
freecell.pddl.0p_0a_2d.0,pfile3,1,25,0.25,9.1
freecell.pddl.0p_0a_2d.0,pfile3,2,47,0.5,98.085
freecell.pddl.0p_0a_2d.0,pfile3,3,40,1,126.71
freecell.pddl.0p_0a_2d.0,pfile4,1,40,1,16.86
freecell.pddl.0p_0a_2d.0,pfile5,1,56,0.015625,70.696
freecell.pddl.0p_0a_3d.0,pfile1,1,14,0.25,2.864
freecell.pddl.0p_0a_3d.0,pfile1,2,22,0.5,10.154
freecell.pddl.0p_0a_3d.0,pfile1,3,25,1,22.782
freecell.pddl.0p_0a_3d.0,pfile2,1,24,0.125,7.521
freecell.pddl.0p_0a_3d.0,pfile2,2,36,0.25,117.039
freecell.pddl.0p_0a_3d.0,pfile2,3,36,0.5,126.941
freecell.pddl.0p_0a_3d.0,pfile2,4,35,1,402.599
freecell.pddl.0p_0a_3d.0,pfile3,1,25,1,12.199
freecell.pddl.0p_0a_3d.0,pfile4,1,40,0.125,22.225
freecell.pddl.0p_0a_3d.0,pfile5,1,56,0.03125,101.061
freecell.pddl.0p_0a_4d.0,pfile1,1,16,0.0625,9.334
freecell.pddl.0p_0a_4d.0,pfile2,1,24,0.0078125,56.442
freecell.pddl.0p_0a_4d.0,pfile2,2,34,0.015625,183.825
freecell.pddl.0p_0a_5d.0,pfile1,1,17,0.015625,5.063
freecell.pddl.0p_0a_5d.0,pfile1,2,16,0.03125,58.164
freecell.pddl.0p_0a_5d.0,pfile2,1,22,0.0625,14.683
freecell.pddl.0p_0a_5d.0,pfile3,1,29,0.0625,27.878
freecell.pddl.0p_0a_5d.0,pfile3,2,48,0.125,749.601
freecell.pddl.0p_0a_5d.0,pfile4,1,47,0.000488281,51.756
freecell.pddl.0p_1a_0d.0,pfile1,1,17,0.125,2.752
freecell.pddl.0p_1a_0d.0,pfile1,2,36,0.25,31.314
freecell.pddl.0p_1a_0d.0,pfile1,3,27,0.5,37.835
freecell.pddl.0p_1a_0d.0,pfile1,4,26,1,52.505
freecell.pddl.0p_1a_0d.0,pfile2,1,21,0.5,3.061
freecell.pddl.0p_1a_0d.0,pfile2,2,39,1,99.128
freecell.pddl.0p_1a_0d.0,pfile3,1,24,0.125,3.445
freecell.pddl.0p_1a_0d.0,pfile4,1,47,0.015625,6.358
freecell.pddl.0p_1a_0d.0,pfile5,1,56,0.03125,16.021
freecell.pddl.0p_1a_0d.0,pfile6,1,44,0.125,18.616
freecell.pddl.0p_1a_0d.0,pfile7,1,84,0.00195312,49.728
freecell.pddl.0p_1a_0d.0,pfile8,1,83,0.0078125,43.384
freecell.pddl.0p_1a_0d.0,pfile9,1,104,0.00012207,237.761
freecell.pddl.0p_1a_0d.0,pfile10,1,79,0.000244141,377.781
freecell.pddl.0p_1a_1d.0,pfile1,1,15,1,3.19
freecell.pddl.0p_1a_1d.0,pfile2,1,19,0.25,3.403
freecell.pddl.0p_1a_1d.0,pfile3,1,24,1,4.963
freecell.pddl.0p_1a_1d.0,pfile4,1,48,0.015625,9.093
freecell.pddl.0p_1a_1d.0,pfile5,1,65,0.0078125,23.545
freecell.pddl.0p_1a_1d.0,pfile6,1,51,0.125,38.589
freecell.pddl.0p_1a_1d.0,pfile7,1,77,0.000976562,210.731
freecell.pddl.0p_1a_1d.0,pfile8,1,71,0.03125,73.47
freecell.pddl.0p_1a_1d.0,pfile9,1,93,3.05176e-05,119.734
freecell.pddl.0p_1a_1d.0,pfile10,1,68,0.00195312,112.948
freecell.pddl.0p_1a_2d.0,pfile1,1,18,0.015625,2.88
freecell.pddl.0p_1a_2d.0,pfile1,2,20,0.03125,14.742
freecell.pddl.0p_1a_2d.0,pfile1,3,26,0.0625,24.459
freecell.pddl.0p_1a_2d.0,pfile1,4,19,0.125,29.05
freecell.pddl.0p_1a_2d.0,pfile1,5,29,0.25,113.351
freecell.pddl.0p_1a_2d.0,pfile1,6,44,0.5,140.928
freecell.pddl.0p_1a_2d.0,pfile2,1,23,0.00195312,6.979
freecell.pddl.0p_1a_2d.0,pfile2,2,36,0.00390625,50.087
freecell.pddl.0p_1a_2d.0,pfile2,3,34,0.0078125,52.763
freecell.pddl.0p_1a_2d.0,pfile2,4,43,0.015625,81.41
freecell.pddl.0p_1a_2d.0,pfile2,5,41,0.03125,113.693
freecell.pddl.0p_1a_2d.0,pfile2,6,41,0.0625,129.886
freecell.pddl.0p_1a_2d.0,pfile2,7,49,0.125,809.07
freecell.pddl.0p_1a_2d.0,pfile3,1,36,0.00012207,17.833
freecell.pddl.0p_1a_2d.0,pfile3,2,46,0.000244141,86.56
freecell.pddl.0p_1a_2d.0,pfile3,3,44,0.000488281,105.097
freecell.pddl.0p_1a_2d.0,pfile3,4,42,0.000976562,134.23
freecell.pddl.0p_1a_2d.0,pfile3,5,43,0.00195312,358.203
freecell.pddl.0p_1a_2d.0,pfile3,6,41,0.00390625,361.363
freecell.pddl.0p_1a_2d.0,pfile3,7,43,0.0078125,447.412
freecell.pddl.0p_1a_2d.0,pfile3,8,35,0.015625,497.616
freecell.pddl.0p_1a_2d.0,pfile4,1,53,6.10352e-05,34.873
freecell.pddl.0p_1a_2d.0,pfile5,1,61,2.38419e-07,158.891
freecell.pddl.0p_1a_3d.0,pfile1,1,14,0.25,3.456
freecell.pddl.0p_1a_3d.0,pfile2,1,26,0.00195312,7.465
freecell.pddl.0p_1a_3d.0,pfile2,2,70,0.00390625,192.298
freecell.pddl.0p_1a_3d.0,pfile2,3,64,0.0078125,334.464
freecell.pddl.0p_1a_3d.0,pfile3,1,26,0.00195312,11.363
freecell.pddl.0p_1a_3d.0,pfile3,2,35,0.00390625,79.563
freecell.pddl.0p_1a_3d.0,pfile3,3,33,0.0078125,215.003
freecell.pddl.0p_1a_3d.0,pfile3,4,34,0.015625,245.104
freecell.pddl.0p_1a_3d.0,pfile3,5,33,0.03125,686.452
freecell.pddl.0p_1a_3d.0,pfile4,1,49,0.000976562,23.127
freecell.pddl.0p_1a_3d.0,pfile5,1,74,5.96046e-08,230.565
freecell.pddl.0p_1a_4d.0,pfile1,1,14,0.25,390.865
freecell.pddl.0p_1a_4d.0,pfile3,1,29,0.015625,8.966
freecell.pddl.0p_1a_4d.0,pfile3,2,36,0.03125,95.585
freecell.pddl.0p_1a_4d.0,pfile5,1,42,3.05176e-05,39.151
freecell.pddl.0p_1a_5d.0,pfile1,1,14,0.0625,3.193
freecell.pddl.0p_1a_5d.0,pfile1,2,24,0.125,795.376
freecell.pddl.0p_1a_5d.0,pfile2,1,24,0.00390625,8.391
freecell.pddl.0p_1a_5d.0,pfile3,1,24,0.03125,14.58
freecell.pddl.0p_1a_5d.0,pfile4,1,40,3.8147e-06,27.178
freecell.pddl.0p_1a_5d.0,pfile5,1,66,3.72529e-09,102.296
freecell.pddl.0p_2a_0d.0,pfile1,1,16,0.5,3.031
freecell.pddl.0p_2a_0d.0,pfile2,1,21,0.5,2.719
freecell.pddl.0p_2a_0d.0,pfile2,2,51,1,170.094
freecell.pddl.0p_2a_0d.0,pfile3,1,27,0.125,3.909
freecell.pddl.0p_2a_0d.0,pfile4,1,43,0.015625,5.978
freecell.pddl.0p_2a_0d.0,pfile4,2,80,0.03125,311.893
freecell.pddl.0p_2a_0d.0,pfile4,3,78,0.0625,653.36
freecell.pddl.0p_2a_0d.0,pfile5,1,59,0.0625,11.904
freecell.pddl.0p_2a_0d.0,pfile6,1,55,0.015625,15.589
freecell.pddl.0p_2a_0d.0,pfile7,1,74,0.0078125,63.754
freecell.pddl.0p_2a_0d.0,pfile8,1,82,0.000488281,195.434
freecell.pddl.0p_2a_0d.0,pfile9,1,98,0.00012207,319.449
freecell.pddl.0p_2a_0d.0,pfile10,1,68,0.0625,67.185
freecell.pddl.0p_2a_1d.0,pfile1,1,14,0.0625,2.342
freecell.pddl.0p_2a_1d.0,pfile2,1,19,0.03125,3.592
freecell.pddl.0p_2a_1d.0,pfile2,2,44,0.0625,16.125
freecell.pddl.0p_2a_1d.0,pfile2,3,43,0.125,57.032
freecell.pddl.0p_2a_1d.0,pfile2,4,59,0.25,241.371
freecell.pddl.0p_2a_1d.0,pfile3,1,22,0.125,4.299
freecell.pddl.0p_2a_1d.0,pfile4,1,45,0.00195312,9.431
freecell.pddl.0p_2a_1d.0,pfile5,1,57,0.00390625,22.603
freecell.pddl.0p_2a_1d.0,pfile6,1,54,0.0078125,44.318
freecell.pddl.0p_2a_1d.0,pfile7,1,82,0.000244141,127.86
freecell.pddl.0p_2a_1d.0,pfile8,1,82,0.000244141,154.04
freecell.pddl.0p_2a_1d.0,pfile9,1,78,0.000488281,177.234
freecell.pddl.0p_2a_1d.0,pfile10,1,77,3.05176e-05,560.341
freecell.pddl.0p_2a_2d.0,pfile1,1,21,0.0625,16.039
freecell.pddl.0p_2a_2d.0,pfile1,2,44,0.125,312.268
freecell.pddl.0p_2a_2d.0,pfile2,1,21,0.03125,2.799
freecell.pddl.0p_2a_2d.0,pfile2,2,64,0.0625,46.804
freecell.pddl.0p_2a_2d.0,pfile3,1,24,0.015625,3.434
freecell.pddl.0p_2a_2d.0,pfile4,1,41,0.000976562,5.282
freecell.pddl.0p_2a_2d.0,pfile5,1,44,0.000488281,8.616
freecell.pddl.0p_2a_2d.0,pfile6,1,54,0.000488281,15.699
freecell.pddl.0p_2a_2d.0,pfile7,1,54,3.8147e-06,24.198
freecell.pddl.0p_2a_2d.0,pfile9,1,77,9.53674e-07,110.535
freecell.pddl.0p_2a_2d.0,pfile10,1,61,2.38419e-07,52.049
freecell.pddl.0p_2a_3d.0,pfile1,1,14,0.0625,2.952
freecell.pddl.0p_2a_3d.0,pfile2,1,24,0.00390625,7.803
freecell.pddl.0p_2a_3d.0,pfile3,1,25,0.00390625,11.48
